TestRunStatus,ExecutionDate,Document Key,Name,Assigned To
INPROGRESS,2024-04-30,KCE-TSTRN-3559322,CDI Locking with TTC floor,ARUN KUMAR
PASSED,2024-05-13,KCE-TSTRN-3559638,CDI Locking with TTC floor,ARUN KUMAR
FAILED,2024-04-30,KCE-TSTRN-3558971,CDI Locking symbol in Elink view,ARUN KUMAR
FAILED,2024-04-30,KCE-TSTRN-3559287,CDI Locking symbol in Elink view,ARUN KUMAR
PASSED,2024-07-01,KCE-TSTRN-3567542,CDI Locking symbol in Elink view,ARUN KUMAR
INPROGRESS,2024-04-30,KCE-TSTRN-3559002,CDI Locking_Same floor while travelling the registered car/Landing,ARUN KUMAR
INPROGRESS,2024-04-30,KCE-TSTRN-3559321,CDI Locking_Same floor while travelling the registered car/Landing,ARUN KUMAR
FAILED,2024-05-15,KCE-TSTRN-3559636,CDI Locking_Same floor while travelling the registered car/Landing,ARUN KUMAR
PASSED,2024-07-02,KCE-TSTRN-3567553,CDI Locking_Same floor while travelling the registered car/Landing,ARUN KUMAR
PASSED,2024-05-02,KCE-TSTRN-3559359,CDI Locking with Non-CDI floors ,ARUN KUMAR
PASSED,2024-05-02,KCE-TSTRN-3559297,Door operation at CDI Locked floor ,ARUN KUMAR
FAILED,2024-05-02,KCE-TSTRN-3559337,CDI Locking gets unlocked ,ARUN KUMAR
PASSED,2024-07-01,KCE-TSTRN-3567558,CDI Locking gets unlocked ,ARUN KUMAR
PASSED,2024-05-03,KCE-TSTRN-3559372,CDI mode priority with FID,ARUN KUMAR
PASSED,2024-05-03,KCE-TSTRN-3559678,CDI mode priority with FID,ARUN KUMAR
PASSED,2024-05-06,KCE-TSTRN-3559600,CDI mode priority with car light supervision fault ,ARUN KUMAR
PASSED,2024-05-08,KCE-TSTRN-3559605,CDI mode priority with Special mode1,ARUN KUMAR
BLOCKED,2024-05-15,KCE-TSTRN-3559626,CDI mode priority with Special mode2,ARUN KUMAR
PASSED,2024-08-05,KCE-TSTRN-3568558,CDI mode priority with Special mode2,ARUN KUMAR
PASSED,2024-05-15,KCE-TSTRN-3559598,CDI mode priority with EPD and MRT,ARUN KUMAR
PASSED,2024-05-08,KCE-TSTRN-3559601,Normal calls with nearby CDI locked floors ,ARUN KUMAR
PASSED,2024-05-08,KCE-TSTRN-3559603,CDI lock with power break ,ARUN KUMAR
PASSED,2024-05-08,KCE-TSTRN-3559593,CDI lock with Inspection modes ,ARUN KUMAR
PASSED,2024-05-08,KCE-TSTRN-3559592,KCEOPT 85 disconnected from LON node ,ARUN KUMAR
PASSED,2024-04-25,KCE-TSTRN-3559015,Parameter Settings:,Badaganti Sai Prasad
PASSED,2024-05-07,KCE-TSTRN-3559641,SWL M Activation in Group lift ,Badaganti Sai Prasad
PASSED,2024-04-25,KCE-TSTRN-3559008,SWL M Activation in TTC lift ,Badaganti Sai Prasad
INPROGRESS,2024-05-02,KCE-TSTRN-3559324,SWL M Activation in A-sided floor ,Badaganti Sai Prasad
PASSED,2024-05-07,KCE-TSTRN-3559639,SWL M Activation in A-sided floor ,Badaganti Sai Prasad
FAILED,2024-04-26,KCE-TSTRN-3559011,SWL M with COP message & Buzzer ,Badaganti Sai Prasad
PASSED,2024-07-31,KCE-TSTRN-3567972,SWL M with COP message & Buzzer ,Badaganti Sai Prasad
PASSED,2024-07-31,KCE-TSTRN-3568565,SWL M with COP message & Buzzer ,Badaganti Sai Prasad
FAILED,2024-04-29,KCE-TSTRN-3559009,SWL M Mode with Landing message ,Badaganti Sai Prasad
FAILED,2024-04-30,KCE-TSTRN-3559330,SWL M Mode with Landing message ,Badaganti Sai Prasad
FAILED,2024-07-31,KCE-TSTRN-3568564,SWL M Mode with Landing message ,Badaganti Sai Prasad
FAILED,2024-08-23,KCE-TSTRN-3569405,SWL M Mode with Landing message ,Badaganti Sai Prasad
PASSED,2024-04-30,KCE-TSTRN-3559331,SWL M with warning indicator ,Badaganti Sai Prasad
PASSED,2024-05-02,KCE-TSTRN-3559371,SWL M activation with Return drive at same Direction ,Badaganti Sai Prasad
PASSED,2024-05-02,KCE-TSTRN-3559369,SWL M activation with Return drive at Opposite Direction ,Badaganti Sai Prasad
FAILED,2024-05-09,KCE-TSTRN-3559677,SWL M evacuation floor with locked floor,Badaganti Sai Prasad
PASSED,2024-07-31,KCE-TSTRN-3568580,SWL M evacuation floor with locked floor,Badaganti Sai Prasad
FAILED,2024-05-02,KCE-TSTRN-3559377,SWL M with evacuation floor ,Badaganti Sai Prasad
PASSED,2024-07-31,KCE-TSTRN-3568582,SWL M with evacuation floor ,Badaganti Sai Prasad
PASSED,2024-05-02,KCE-TSTRN-3559374,SWL M Deactivation in Return Floor ,Badaganti Sai Prasad
PASSED,2024-05-02,KCE-TSTRN-3559366,SWL M Deactivation while driving ,Badaganti Sai Prasad
PASSED,2024-05-08,KCE-TSTRN-3559674,SWL Mode with high priority mode ,Badaganti Sai Prasad
FAILED,2024-05-10,KCE-TSTRN-3559671,SWL Mode Low priority_1,Badaganti Sai Prasad
FAILED,2024-07-10,KCE-TSTRN-3567569,SWL Mode Low priority_1,Badaganti Sai Prasad
PASSED,2024-07-31,KCE-TSTRN-3568578,SWL Mode Low priority_1,Badaganti Sai Prasad
BLOCKED,2024-05-15,KCE-TSTRN-3559670,SWL Mode Low priority_2.,Badaganti Sai Prasad
FAILED,2024-08-02,KCE-TSTRN-3568576,SWL Mode Low priority_2.,Badaganti Sai Prasad
PASSED,2024-05-07,KCE-TSTRN-3559663,SWL KCE OPT85 Disconnected,Badaganti Sai Prasad
PASSED,2024-05-07,KCE-TSTRN-3559664,SWL input activated without Parameter settings ,Badaganti Sai Prasad
FAILED,2024-05-09,KCE-TSTRN-3559661,SWL mode with power break,Badaganti Sai Prasad
FAILED,2024-07-31,KCE-TSTRN-3568570,SWL mode with power break,Badaganti Sai Prasad
PASSED,2024-09-04,KCE-TSTRN-3570619,SWL mode with power break,Badaganti Sai Prasad
PASSED,2024-05-08,KCE-TSTRN-3559659,SWL KCE OPT85 activated shortly ,Badaganti Sai Prasad
INPROGRESS,2024-05-20,KCE-TSTRN-3559607,Gangway mode activation with traditional COP,Shrividhya
FAILED,2024-05-30,KCE-TSTRN-3560356,Gangway mode activation with traditional COP,Shrividhya
INPROGRESS,2024-07-29,KCE-TSTRN-3568264,Gangway mode activation with traditional COP,Shrividhya
INPROGRESS,2024-08-01,KCE-TSTRN-3568555,Gangway mode activation with traditional COP,Shrividhya
PASSED,2024-08-02,KCE-TSTRN-3568572,Gangway functionality with traditional COP,Shrividhya
PASSED,2024-08-01,KCE-TSTRN-3568573,Gangway mode deactivation with traditional COP,Shrividhya
PASSED,2024-08-02,KCE-TSTRN-3568568,Gangway mode in elevator group,Shrividhya
PASSED,2024-08-02,KCE-TSTRN-3568579,Gangway mode with multiple calls,Shrividhya
PASSED,2024-08-05,KCE-TSTRN-3568554,Gangway mode with different elevator modes,Shrividhya
PASSED,2024-08-02,KCE-TSTRN-3568560,Gangway functionality with traditional COP (AVDMAT3),Shrividhya
INPROGRESS,2024-04-25,KCE-TSTRN-3558999,FID D_XD4 Buzzer output with 1247=0 ,Vivek
INPROGRESS,2024-05-03,KCE-TSTRN-3559319,FID D_XD4 Buzzer output with 1247=0 ,Vivek
PASSED,2024-05-10,KCE-TSTRN-3559632,FID D_XD4 Buzzer output with 1247=0 ,Vivek
INPROGRESS,2024-04-25,KCE-TSTRN-3558987,FID D_XD4 input and OPT Buzzer output with 1247=1 ,Vivek
PASSED,2024-05-10,KCE-TSTRN-3559615,FID D_XD4 input and OPT Buzzer output with 1247=1 ,Vivek
INPROGRESS,2024-04-25,KCE-TSTRN-3559007,FID D_KCEOPT input and XD4 Output ,Vivek
FAILED,2024-05-14,KCE-TSTRN-3559642,FID D_KCEOPT input and XD4 Output ,Vivek
PASSED,2024-05-02,KCE-TSTRN-3559334,Normal mode (Inner door zone)- Fireman lift with FRD return floor. ,Shrividhya
PASSED,2024-05-02,KCE-TSTRN-3559336,Normal mode (Inner door zone) with non-FRD return floor.,Shrividhya
PASSED,2024-05-02,KCE-TSTRN-3559329,Normal mode with Outer door zone with non-FRD lift ,Shrividhya
PASSED,2024-05-02,KCE-TSTRN-3559342,Normal mode with Outer door zone with FRD lift ,Shrividhya
PASSED,2024-05-03,KCE-TSTRN-3559328,EAQ mode with Outer door zone,Shrividhya
PASSED,2024-05-06,KCE-TSTRN-3559640,WSC mode (Outer door zone) with fireman lift ,Shrividhya
PASSED,2024-05-06,KCE-TSTRN-3559658,Inspection mode (Outer door zone),Shrividhya
PASSED,2024-05-06,KCE-TSTRN-3559656,FRD phase1 drive towards return floor (Outer door zone),Shrividhya
PASSED,2024-05-06,KCE-TSTRN-3559651,FRD phase1 drive away from return floor (Outer door zone),Shrividhya
PASSED,2024-05-06,KCE-TSTRN-3559652,FRD Phase2 and standing in Return floor. ,Shrividhya
PASSED,2024-05-07,KCE-TSTRN-3559627,FRD Phase2 and Driving to Non-return floor. ,Shrividhya
PASSED,2024-05-07,KCE-TSTRN-3559624,FID B and COD operation.,Shrividhya
PASSED,2024-05-07,KCE-TSTRN-3559609,Normal service with FID mode,Shrividhya
PASSED,2024-05-08,KCE-TSTRN-3559622,FID A and COD operation,Shrividhya
PASSED,2024-05-13,KCE-TSTRN-3559654,FID M and COD operation,Shrividhya
PASSED,2024-05-16,KCE-TSTRN-3559596,Rush test case for Firefighter with COD test sceaniro,Shrividhya
PASSED,2024-07-15,KCE-TSTRN-3567955,CDM Activation with Times elapse with no landing calls registration ,Badaganti Sai Prasad
PASSED,2024-07-19,KCE-TSTRN-3567957,CDM Activation phase1 with different floor combination,Badaganti Sai Prasad
FAILED,2024-07-23,KCE-TSTRN-3567958,CDM Activation phase1 and Landing call re-allocation.,Badaganti Sai Prasad
FAILED,2024-08-26,KCE-TSTRN-3569394,CDM Activation phase1 and Landing call re-allocation.,Badaganti Sai Prasad
PASSED,2024-07-19,KCE-TSTRN-3567952,CDM Activation phase1 with Button operation ,Badaganti Sai Prasad
FAILED,2024-07-19,KCE-TSTRN-3567951,CDM Activation phase1 with Display operation.,Badaganti Sai Prasad
FAILED,2024-08-26,KCE-TSTRN-3569391,CDM Activation phase1 with Display operation.,Badaganti Sai Prasad
PASSED,2024-07-19,KCE-TSTRN-3567954,CDM activation and normal landing calls ,Badaganti Sai Prasad
FAILED,2024-07-22,KCE-TSTRN-3567986,CDM Activation phase1 with different floor combination,Badaganti Sai Prasad
FAILED,2024-07-24,KCE-TSTRN-3567965,"PRL H/HEL, FID, WSC and other high-priority modes override CDM.",Badaganti Sai Prasad
FAILED,2024-07-25,KCE-TSTRN-3568269,"PRL H/HEL, FID, WSC and other high-priority modes override CDM.",Badaganti Sai Prasad
FAILED,2024-08-28,KCE-TSTRN-3569400,"PRL H/HEL, FID, WSC and other high-priority modes override CDM.",Badaganti Sai Prasad
FAILED,2024-07-23,KCE-TSTRN-3567949,CDM Activation phase1 and gangway calls,Badaganti Sai Prasad
PASSED,2024-07-25,KCE-TSTRN-3568257,CDM Activation phase1 and gangway calls,Badaganti Sai Prasad
PASSED,2024-07-19,KCE-TSTRN-3567970,CDM output from KCEFOBG30,Badaganti Sai Prasad
FAILED,2024-07-23,KCE-TSTRN-3567977,Service Tool indication with CDM service ,Badaganti Sai Prasad
PASSED,2024-07-25,KCE-TSTRN-3568280,Service Tool indication with CDM service ,Badaganti Sai Prasad
PASSED,2024-07-22,KCE-TSTRN-3567980,CDM Deactivation,Badaganti Sai Prasad
INPROGRESS,2024-07-24,KCE-TSTRN-3567961,Rush test case CDM- PRL LA - Priority At landings Low - Phase 2,Badaganti Sai Prasad
PASSED,2024-07-26,KCE-TSTRN-3568265,Rush test case CDM- PRL LA - Priority At landings Low - Phase 2,Badaganti Sai Prasad
PASSED,2024-06-12,KCE-TSTRN-3561092,ACL B - Accurate relevelling - Doors open - Basic with KDL drive - Tests not included into TA,Suryanarayanan
PASSED,2024-06-12,KCE-TSTRN-3561147,ACL B - Accurate relevelling - Doors open - Basic with KDL drive - Tests not included into TA,Suryanarayanan
PASSED,2024-06-04,KCE-TSTRN-3561079,ACL B - Accurate relevelling - Doors open - Faults,Suryanarayanan
PASSED,2024-06-12,KCE-TSTRN-3561097,ACL C - Accurate relevelling - Doors closed - Basic with KDL drive - Tests not included into TA,Suryanarayanan
PASSED,2024-06-12,KCE-TSTRN-3561151,ACL C - Accurate relevelling - Doors closed - Basic with KDL drive - Tests not included into TA,Suryanarayanan
PASSED,2024-06-05,KCE-TSTRN-3561088,ACL C - Accurate relevelling - Doors closed - Special modes,Suryanarayanan
PASSED,2024-06-04,KCE-TSTRN-3561086,ACL C - Accurate relevelling - Doors closed - Faults,Suryanarayanan
INPROGRESS,2024-06-10,KCE-TSTRN-3561040,5.AES Display,ARUN KUMAR
PASSED,2024-06-12,KCE-TSTRN-3561114,5.AES Display,ARUN KUMAR
PASSED,2024-06-12,KCE-TSTRN-3561124,10. AES StandBy Buzzer Control,ARUN KUMAR
INPROGRESS,2024-06-13,KCE-TSTRN-3561145,AES tests for manual testing - Tests not included into TA ,ARUN KUMAR
INPROGRESS,2024-08-13,KCE-TSTRN-3569131,AES tests for manual testing - Tests not included into TA ,Badaganti Sai Prasad
PASSED,2024-06-06,KCE-TSTRN-3561021,Commissioning - 1. SW update,Suryanarayanan
PASSED,2024-06-06,KCE-TSTRN-3561023,Commissioning - 3.1 Roll Call,Suryanarayanan
PASSED,2024-06-06,KCE-TSTRN-3561027,Commissioning - 4. Setting of KCECPU IP,Suryanarayanan
PASSED,2024-06-07,KCE-TSTRN-3561029,Commissioning - 5. Real Time Clock,Suryanarayanan
PASSED,2024-06-12,KCE-TSTRN-3561108,KSS - Configuration of buttons and switches - Service Switch,VIGNESHWARAR
PASSED,2024-06-12,KCE-TSTRN-3561109,KSS- Configuration of buttons and switches - F2K configuration Tool,VIGNESHWARAR
PASSED,2024-06-06,KCE-TSTRN-3561063,EAQ - Earthquake mode - Basic  - Tests not included into TA,Badaganti Sai Prasad
PASSED,2024-06-14,KCE-TSTRN-3561141,EBD A with ERD device - Emergency Battery Drive - Automatic - Basic,Vivek
INPROGRESS,2024-06-17,KCE-TSTRN-3561142,EBD A with ERD device - Emergency Battery Drive - Automatic - Special,Vivek
INPROGRESS,2024-08-22,KCE-TSTRN-3569442,EBD A with ERD device - Emergency Battery Drive - Automatic - Special,ARUN KUMAR
INPROGRESS,2024-09-02,KCE-TSTRN-3570651,EBD A with ERD device - Emergency Battery Drive - Automatic - Special,ARUN KUMAR
FAILED,2024-06-04,KCE-TSTRN-3561071,Basic Functions - Power up - Fault codes,Badaganti Sai Prasad
PASSED,2024-06-07,KCE-TSTRN-3561072,Basic Functions - Power up - Tests not included into TA,Badaganti Sai Prasad
PASSED,2024-06-07,KCE-TSTRN-3561065,Elevator feature priorities,Badaganti Sai Prasad
PASSED,2024-06-11,KCE-TSTRN-3561137,DOB - Door Open Button - Basic - A-side - Tests not included into TA,Jagadeesh
PASSED,2024-06-13,KCE-TSTRN-3561140,DOB - Door Open Button - Basic - B-side - Tests not included into TA,VIGNESHWARAR
INPROGRESS,2024-06-06,KCE-TSTRN-3561020,DOE S - Tests not included into TA,VIGNESHWARAR
INPROGRESS,2024-07-02,KCE-TSTRN-3567585,DOE S - Tests not included into TA,Shrividhya
PASSED,2024-08-06,KCE-TSTRN-3568305,DOE S - Tests not included into TA,Suryanarayanan
INPROGRESS,2024-08-12,KCE-TSTRN-3569109,DOE S - Tests not included into TA,Badaganti Sai Prasad
PASSED,2024-08-23,KCE-TSTRN-3569424,DOE S - Tests not included into TA,Harini Sri
PASSED,2024-06-13,KCE-TSTRN-3561148,COD - Correction drive - with Yaskawa - Tests not included into TA,VIGNESHWARAR
INPROGRESS,2024-07-02,KCE-TSTRN-3567590,Door bypass indication,Shrividhya
INPROGRESS,2024-09-10,KCE-TSTRN-3561119,Faulty door contact monitoring - Automatic landing doors,Suryanarayanan
INPROGRESS,2024-08-23,KCE-TSTRN-3569429,Faulty door contact monitoring - special cases,Harini Sri
PASSED,2024-06-11,KCE-TSTRN-3561105,FDCM - Promanager Group Access,Badaganti Sai Prasad
PASSED,2024-06-11,KCE-TSTRN-3561149,FDCM - BUI 576 Value Prevention,Badaganti Sai Prasad
PASSED,2024-06-11,KCE-TSTRN-3561121,FDCM - BUI 577 value Prevention,Badaganti Sai Prasad
PASSED,2024-06-11,KCE-TSTRN-3561150,FDCM - Purpose of this testing,Badaganti Sai Prasad
PASSED,2024-06-05,KCE-TSTRN-3561066,FID M - Fire Detection - Machine room - Tests not included into TA,Vivek
PASSED,2024-06-05,KCE-TSTRN-3561064,FID B - Fire Detection - Whole building - Tests not included into TA,Vivek
PASSED,2024-06-06,KCE-TSTRN-3561045,FID A - Fire Detection - Whole building with alternative floor - Tests not included into TA ,Vivek
PASSED,2024-06-06,KCE-TSTRN-3561081,1. Purpose of FID V test case and Parameter activation,Vivek
PASSED,2024-06-07,KCE-TSTRN-3561035,2. FID V Input and Output Configuration,Vivek
INPROGRESS,2024-06-07,KCE-TSTRN-3561041,19. EBD and FID combination on Fire detection,Vivek
PASSED,2024-06-13,KCE-TSTRN-3561115,19. EBD and FID combination on Fire detection,Vivek
PASSED,2024-06-10,KCE-TSTRN-3561056,20. Fire detection at Auto+Swing and pure swing configuration with Doors Open,Vivek
PASSED,2024-06-12,KCE-TSTRN-3561127,20. Fire detection at Auto+Swing and pure swing configuration with Doors Open,Vivek
PASSED,2024-06-10,KCE-TSTRN-3561068,21. Fire detection at Auto+Swing and pure swing configuration with Doors Closed,Vivek
PASSED,2024-06-12,KCE-TSTRN-3561133,21. Fire detection at Auto+Swing and pure swing configuration with Doors Closed,Vivek
PASSED,2024-06-12,KCE-TSTRN-3561134,25. Group operation upon Fire detection Scenario 1,Vivek
PASSED,2024-06-12,KCE-TSTRN-3561131,26. Group operation upon Fire detection Scenario 2,Vivek
INPROGRESS,2024-06-07,KCE-TSTRN-3561067,FCB XF3 & CPU XD4 Failsafe input with Power Break situation,Badaganti Sai Prasad
PASSED,2024-06-11,KCE-TSTRN-3561132,FCB XF3 & CPU XD4 Failsafe input with Power Break situation,Badaganti Sai Prasad
PASSED,2024-06-11,KCE-TSTRN-3561110,EBD with XF3 FRD failsafe input,Badaganti Sai Prasad
PASSED,2024-06-07,KCE-TSTRN-3561070,FRD activation in Group Environment,Badaganti Sai Prasad
PASSED,2024-06-03,KCE-TSTRN-3561073,Basic Functions - Car call - A-side,VIGNESHWARAR
PASSED,2024-06-03,KCE-TSTRN-3561074,Basic Functions - Car call - B-side,VIGNESHWARAR
PASSED,2024-06-05,KCE-TSTRN-3561091,Collection method - Full Collective Control with DIA (ISD),VIGNESHWARAR
PASSED,2024-06-06,KCE-TSTRN-3561095,Collection method - Hydrid FC & DC,VIGNESHWARAR
INPROGRESS,2024-06-13,KCE-TSTRN-3561112,OCL A - Operation of Car Light - Automatic - Tests not included into TA,Shrividhya
PASSED,2024-06-10,KCE-TSTRN-3561050,OCL AF - Operation of Car Light - Automatic - Switch to turn off - Tests not included into TA,Shrividhya
PASSED,2024-06-07,KCE-TSTRN-3561089,OCL P - Operation of Car Light - Permanent - Tests not included into TA ,VIGNESHWARAR
INPROGRESS,2024-06-13,KCE-TSTRN-3561106,OCL I - Operation of Car Light - Impulse - Tests not included into TA ,Shrividhya
PASSED,2024-06-10,KCE-TSTRN-3561123,OCV K - Operation of Car Ventilation - Button,VIGNESHWARAR
FAILED,2024-06-07,KCE-TSTRN-3561057,OCV P - Operation of Car Ventilation - Permanent,VIGNESHWARAR
FAILED,2024-06-10,KCE-TSTRN-3561128,OCV P - Operation of Car Ventilation - Permanent,VIGNESHWARAR
PASSED,2024-06-07,KCE-TSTRN-3561062,OCV A - Operation of Car Ventilation - Automatic  - Tests not included into TA,VIGNESHWARAR
PASSED,2024-06-10,KCE-TSTRN-3561059,OCV AF - Operation of Car Ventilation - Automatic - Switch to turn off - Tests not included into TA,VIGNESHWARAR
PASSED,2024-06-07,KCE-TSTRN-3561054,OCV M - Operation of Car Ventilation - Manual,VIGNESHWARAR
FAILED,2024-06-10,KCE-TSTRN-3561049,OCV CV_VI - Operation of Car Ventilation - India,VIGNESHWARAR
PASSED,2024-06-06,KCE-TSTRN-3561034,SBM V - Stand-by mode or ECO mode- VDI A-class,Vivek
FAILED,2024-06-07,KCE-TSTRN-3561043,WSC O - Water Sensor Contact - Homing - Tests not included into TA,Jagadeesh
PASSED,2024-09-05,KCE-TSTRN-3570642,WSC O - Water Sensor Contact - Homing - Tests not included into TA,Jagadeesh
PASSED,2024-07-25,KCE-TSTRN-3568163,Commission of the KCECPUc G99 (GigaDevice LON L2 processor),Shrividhya
PASSED,2024-07-25,KCE-TSTRN-3568164,Commission of the KCECCG G30 (GigaDevice LON L2 processor) with PESSRAL3.5,Shrividhya
PASSED,2024-07-25,KCE-TSTRN-3568162,Commission of the KCECCG G30 (GigaDevice LON L2 processor) with PESSRAL4,Shrividhya
PASSED,2024-06-19,KCE-TSTRN-3566882,AMC 4.5 + SmartConnector 1.0 + Bluetooth + KCECPUc KCE16.2,ARUN KUMAR
PASSED,2024-06-18,KCE-TSTRN-3566889,AMC 4.5 + SmartConnector 1.0 + Bluetooth + KCECPUc KCE16.4,ARUN KUMAR
PASSED,2024-06-18,KCE-TSTRN-3566847,AMC 4.5 + SmartConnector 1.0 + Bluetooth + KCECPUc KCE16.6,ARUN KUMAR
PASSED,2024-07-01,KCE-TSTRN-3567413,AMC 4.5 + SmartConnector 1.0 + Bluetooth + KCEGCH,ARUN KUMAR
PASSED,2024-06-27,KCE-TSTRN-3567409,AMC 4.5 + SmartConnector 1.0 + USB + KCEGCL,ARUN KUMAR
PASSED,2024-06-27,KCE-TSTRN-3567428,AMC 4.5 + SmartConnector 1.0 + Bluetooth + KCEGCL,ARUN KUMAR
PASSED,2024-06-26,KCE-TSTRN-3567423,AMC 4.5 + SmartConnector 1.0 + USB + KCECPU KCE13.10,ARUN KUMAR
PASSED,2024-06-26,KCE-TSTRN-3567427,AMC 4.5 + SmartConnector 1.0 + Bluetooth + KCECPU KCE13.10,ARUN KUMAR
INPROGRESS,2024-06-21,KCE-TSTRN-3566891,AMC 4.5 + SmartConnector 1.0 + USB - Different supported OS version related tests,ARUN KUMAR
INPROGRESS,2024-06-27,KCE-TSTRN-3567437,AMC 4.5 + SmartConnector 1.0 + USB - Different supported OS version related tests,ARUN KUMAR
PASSED,2024-07-10,KCE-TSTRN-3567911,AMC 4.5 + SmartConnector 1.0 + USB - Different supported OS version related tests,ARUN KUMAR
INPROGRESS,2024-06-27,KCE-TSTRN-3567434,AMC 4.5 + SmartConnector 1.0 + Bluetooth - Different supported OS version related tests,ARUN KUMAR
PASSED,2024-07-10,KCE-TSTRN-3567910,AMC 4.5 + SmartConnector 1.0 + Bluetooth - Different supported OS version related tests,ARUN KUMAR
PASSED,2024-06-19,KCE-TSTRN-3566884,AMC 4.5 + USB + KCECPUc KCE16.6,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566888,AMC 4.5 + USB + KCECPUc KCE16.4,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566879,AMC 4.5 + USB + KCECPUc KCE16.2,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566855,AMC 4.5 + USB + All nodes functionality,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566857,AMC 4.5 + USB + KCEGCH,Suryanarayanan
PASSED,2024-07-10,KCE-TSTRN-3567912,Android MiniConsole - BOTA - Restore KCEGCH backup,ARUN KUMAR
PASSED,2024-07-10,KCE-TSTRN-3567900,Android MiniConsole - BOTA - Take KCEGCH backup,ARUN KUMAR
PASSED,2024-07-11,KCE-TSTRN-3567909,Android MiniConsole - SOFA - SW update KCEGCH,ARUN KUMAR
PASSED,2024-06-18,KCE-TSTRN-3566870,AMC - Elevator status view - Doors,Suryanarayanan
PASSED,2024-06-18,KCE-TSTRN-3566883,AMC - Elevator status view - Calls,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566892,AMC - Elevator status view - Drive signal monitoring,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566897,AMC - Elevator status view - Shaft status,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566845,AMC - Elevator status view - Car status,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566848,AMC - Elevator status view - Safety input status,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566851,AMC - Elevator status view - Start sequence,Suryanarayanan
FAILED,2024-06-20,KCE-TSTRN-3566866,AMC - Elevator - Drive parameters,Suryanarayanan
PASSED,2024-06-24,KCE-TSTRN-3567420,AMC - Elevator - Drive parameters,ARUN KUMAR
PASSED,2024-06-20,KCE-TSTRN-3566872,AMC - Elevator - Parameters,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566877,AMC - Elevator - Fault log,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566890,AMC - Elevator - Node Structure,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566896,AMC - Elevator - Statistics,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566856,AMC - Elevator - Tools - Elevator software update,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566895,AMC - Elevator - Tools - Elevator backup,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566875,AMC - Elevator - Tools - Elevator restore,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566854,AMC - Elevator - Tools - Reset elevator parameters,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566886,AMC - Elevator - Tools - Pairing,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566862,AMC - Elevator - Tools - Elevator setup,Suryanarayanan
PASSED,2024-06-21,KCE-TSTRN-3566846,AMC - Elevator - Tools - Network setup,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566860,AMC - Elevator - Tools - Roll Call,Suryanarayanan
PASSED,2024-06-20,KCE-TSTRN-3566867,AMC - Elevator - Tools - Restart KCECPU,Suryanarayanan
INPROGRESS,2024-06-21,KCE-TSTRN-3566869,AMC - Elevator - Tools - Drive software update,Suryanarayanan
PASSED,2024-06-24,KCE-TSTRN-3567422,AMC - Elevator - Tools - Drive software update,ARUN KUMAR
PASSED,2024-06-27,KCE-TSTRN-3567429,AMC - Elevator - Tools - Drive commissioning tests,ARUN KUMAR
PASSED,2024-06-20,KCE-TSTRN-3566844,AMC - Group - Group controller status,ARUN KUMAR
PASSED,2024-06-21,KCE-TSTRN-3566853,AMC - Group - Fault log,ARUN KUMAR
PASSED,2024-06-21,KCE-TSTRN-3566861,AMC - Group - Tools - Group controller backup,ARUN KUMAR
PASSED,2024-06-21,KCE-TSTRN-3566865,AMC - Group - Tools - Group controller restore,ARUN KUMAR
FAILED,2024-06-21,KCE-TSTRN-3566852,AMC - Group - Tools - Reset parameters,ARUN KUMAR
INPROGRESS,2024-06-21,KCE-TSTRN-3566887,AMC - Group - Tools - Group controller setup,ARUN KUMAR
PASSED,2024-07-04,KCE-TSTRN-3567435,AMC - Group - Tools - Group controller setup,ARUN KUMAR
INPROGRESS,2024-06-21,KCE-TSTRN-3566881,AMC - Group - Tools - Pairing,ARUN KUMAR
PASSED,2024-06-25,KCE-TSTRN-3567432,AMC - Group - Tools - Pairing,ARUN KUMAR
INPROGRESS,2024-06-21,KCE-TSTRN-3566880,AMC - Group - Tools - Setup parameters,ARUN KUMAR
PASSED,2024-06-25,KCE-TSTRN-3567430,AMC - Group - Tools - Setup parameters,ARUN KUMAR
PASSED,2024-06-21,KCE-TSTRN-3566894,AMC - Group - Tools - Walking distances,ARUN KUMAR
