TestRunStatus,ExecutionDate,Document Key,Name,Assigned To
PASSED,2024-02-28,KCE-TSTRN-3549602,PIO - Car - 12 floors - Seven segment Display,Suryanarayanan
PASSED,2024-02-05,KCE-TSTRN-3510037,Safety Bypass using SB2 Jumper - DOB/DCB via service tools,Suryanarayanan
PASSED,2024-02-07,KCE-TSTRN-3510377,Safety Bypass using SB2 Jumper - DOB/DCB via service tools,Suryanarayanan
PASSED,2024-02-12,KCE-TSTRN-3510574,PIO - Car - 6 floors - Analog Display,Badaganti Sai Prasad
PASSED,2024-02-09,KCE-TSTRN-3510593,14. Landing Door contact Bypass switch active - Fault codes verification UI,ARUN KUMAR
PASSED,2024-02-27,KCE-TSTRN-3549605,5. DMI - Car and Landing display operation when test switch active,VIGNESHWARAR
PASSED,2024-02-05,KCE-TSTRN-3510038,Safety Bypass using SB3 Jumper - DOB / DCB via service tools,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510378,Safety Bypass using SB3 Jumper - DOB / DCB via service tools,Suryanarayanan
PASSED,2024-02-05,KCE-TSTRN-3510391,4.1. Car Door contact Bypass switch active - Door open operation via service tools,Shrividhya
PASSED,2024-02-12,KCE-TSTRN-3510575,PIO - Car - 6 floors - Dot matrix Display,Badaganti Sai Prasad
FAILED,2024-02-13,KCE-TSTRN-3531891,PIO - Car - 6 floors - Dot matrix Display,Shrividhya
PASSED,2024-02-27,KCE-TSTRN-3549592,6. DMI - Car and Landing display operation when elevator in stuck,VIGNESHWARAR
PASSED,2024-03-04,KCE-TSTRN-3549603,PIO - Car - 6 floors - Dot matrix Display,VIGNESHWARAR
PASSED,2024-02-05,KCE-TSTRN-3510033,Safety Bypass using SB4 Jumper -DOB / DCB operation via service tools,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510373,Safety Bypass using SB4 Jumper -DOB / DCB operation via service tools,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510393,4.2. Car Door contact Bypass switch active - Door close operation via service tools,Shrividhya
FAILED,2024-02-16,KCE-TSTRN-3531892,PIO - Car - 6 floors - Seven segment Display,Harini Sri
PASSED,2024-03-01,KCE-TSTRN-3549604,PIO - Car - 6 floors - Seven segment Display,VIGNESHWARAR
PASSED,2024-02-05,KCE-TSTRN-3510077,Safety Bypass using all the four SB1-SB4 Jumper,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510413,Safety Bypass using all the four SB1-SB4 Jumper,Suryanarayanan
PASSED,2024-02-16,KCE-TSTRN-3531878,6. Car door contact bypass switch active - Indications ,Harini Sri
PASSED,2024-02-13,KCE-TSTRN-3531895,PIO - Landing - 12 floors - DC or PB - Dot Matrix Display,Suryanarayanan
INPROGRESS,2024-02-05,KCE-TSTRN-3510002,12. Car door contact Bypass switch active - Door operation with inspection mode  ,Shrividhya
PASSED,2024-02-09,KCE-TSTRN-3510557,12. Car door contact Bypass switch active - Door operation with inspection mode  ,ARUN KUMAR
PASSED,2024-02-09,KCE-TSTRN-3510580,PIO - Landing - 12 floors - DC or PB - Landing calls,Priyavalli
PASSED,2024-02-09,KCE-TSTRN-3510558,14. Car door contact Bypass switch active - Fault codes verification UI ,ARUN KUMAR
PASSED,2024-02-13,KCE-TSTRN-3531896,PIO - Landing - 12 floors - FC - Analog Display,Suryanarayanan
INPROGRESS,2024-02-01,KCE-TSTRN-3510056,16. Car Door contact Bypass switch active - Close end signal monitoring ,Shrividhya
INPROGRESS,2024-02-06,KCE-TSTRN-3510395,16. Car Door contact Bypass switch active - Close end signal monitoring ,Shrividhya
INPROGRESS,2024-02-09,KCE-TSTRN-3510592,16. Car Door contact Bypass switch active - Close end signal monitoring ,ARUN KUMAR
FAILED,2024-02-16,KCE-TSTRN-3531897,PIO - Landing - 12 floors - FC - Dot Matrix Display,Suryanarayanan
PASSED,2024-02-15,KCE-TSTRN-3531905,16. Car Door contact Bypass switch active - Close end signal monitoring ,Harini Sri
PASSED,2024-02-27,KCE-TSTRN-3549607,PIO - Landing - 12 floors - FC - Dot Matrix Display,Suryanarayanan
PASSED,2024-02-08,KCE-TSTRN-3510379,PIO - Landing - 12 floors - FC - Landing calls,Priyavalli
PASSED,2024-02-09,KCE-TSTRN-3510583,PIO - Landing - 12 floors - FC - Landing calls,Priyavalli
PASSED,2024-02-09,KCE-TSTRN-3510597,17. Car Door contact Bypass switch active - Close end signal monitoring manual door / 530=0,ARUN KUMAR
PASSED,2024-02-06,KCE-TSTRN-3510400,2. Both Door contact Bypass switch active - normal with door opening ,Shrividhya
FAILED,2024-02-16,KCE-TSTRN-3531898,PIO - Landing - 12 floors - FC - Seven segment Display,Suryanarayanan
PASSED,2024-02-27,KCE-TSTRN-3549608,PIO - Landing - 12 floors - FC - Seven segment Display,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510392,3. Both Door contact Bypass switch active - normal with door Closing ,Shrividhya
PASSED,2024-02-28,KCE-TSTRN-3549609,PIO - Landing - 7 floors - Analog Display - DC or PB,Suryanarayanan
PASSED,2024-02-09,KCE-TSTRN-3510568,4. Both Door contact Bypass switch active - DOB operation  ,ARUN KUMAR
PASSED,2024-02-28,KCE-TSTRN-3549610,PIO - Landing - 7 floors - Dot Matrix Display - DC or PB,Suryanarayanan
INPROGRESS,2024-02-01,KCE-TSTRN-3510050,4.1. Both Door contact Bypass switch active - Door open operation via service tools,Shrividhya
PASSED,2024-02-05,KCE-TSTRN-3510389,4.1. Both Door contact Bypass switch active - Door open operation via service tools,Shrividhya
PASSED,2024-02-28,KCE-TSTRN-3549611,PIO - Landing - 7 floors - Dot Matrix Display - FC,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510387,4.2. Both Door contact Bypass switch active - Door close operation via service tools,Shrividhya
PASSED,2024-02-28,KCE-TSTRN-3549612,PIO - Landing - 7 floors - Seven segment Display - DC or PB,Suryanarayanan
PASSED,2024-02-06,KCE-TSTRN-3510359,5. Both door contact bypass switch active - Reopen device operation ,Shrividhya
PASSED,2024-02-07,KCE-TSTRN-3510386,PIO - Landing - Non selective control for landing call buttons and displays - With DC,Priyavalli
PASSED,2024-02-29,KCE-TSTRN-3549613,PIO - Landing - Non selective control for landing call buttons and displays - With DC,Suryanarayanan
INPROGRESS,2024-02-05,KCE-TSTRN-3510049,PIO - Landing - Non selective control for landing call buttons and displays - With FC,Priyavalli
INPROGRESS,2024-02-01,KCE-TSTRN-3510055,12. Both door contact Bypass switch active - Fault codes verification UI  ,Shrividhya
PASSED,2024-02-06,KCE-TSTRN-3510388,PIO - Landing - Non selective control for landing call buttons and displays - With FC,Priyavalli
PASSED,2024-02-09,KCE-TSTRN-3510591,12. Both door contact Bypass switch active - Fault codes verification UI  ,ARUN KUMAR
INPROGRESS,2024-03-08,KCE-TSTRN-3549620,Yaskawa - 7 speed - Open Loop,Vivek
PASSED,2024-02-07,KCE-TSTRN-3510390,PIO - Landing - Non selective control for landing call buttons and displays - With PB,Priyavalli
PASSED,2024-02-29,KCE-TSTRN-3549614,PIO - Landing - Non selective control for landing call buttons and displays - With PB,Suryanarayanan
PASSED,2024-02-26,KCE-TSTRN-3531934,EAQ - Earthquake mode - Basic  - Covered by TA,Jagadeesh
PASSED,2024-03-14,KCE-TSTRN-3531936,DOE B - Door Opening with Extended door time - Button - A-side - Covered by TA,Jagadeesh
PASSED,2024-02-16,KCE-TSTRN-3531945,ATS C - Attendant service - Car call buttons as indicators - Car call service NOT VALID,Jagadeesh
PASSED,2024-02-14,KCE-TSTRN-3531947,Basic Functions - Car call - A-side,Jagadeesh
PASSED,2024-02-15,KCE-TSTRN-3531951,DCB - Door Close Button - A-side - Covered by TA,Jagadeesh
PASSED,2024-02-28,KCE-TSTRN-3531954,ADO - Advanced Door Opening - Disabled - Covered by TA,Jagadeesh
PASSED,2024-03-20,KCE-TSTRN-3531958,DIA C - Direction Arrows in car - Covered by TA,Jagadeesh
PASSED,2024-03-11,KCE-TSTRN-3531963,FRD BE - Phase 1 - Covered by TA,Jagadeesh
PASSED,2024-02-22,KCE-TSTRN-3531966,DOB - Door Open Button - Basic - A-side - Covered by TA,Jagadeesh
PASSED,2024-03-12,KCE-TSTRN-3531971,OSI - Out of Service Indication - KSS,Jagadeesh
FAILED,2024-03-07,KCE-TSTRN-3531935,OSS C - Out of Service Switch in car - Covered by TA,Jagadeesh
PASSED,2024-03-14,KCE-TSTRN-3531938,DOE B - Door Opening with Extended door time - Button - B-side - Covered by TA,Jagadeesh
PASSED,2024-02-14,KCE-TSTRN-3531949,Basic Functions - Car call - B-side,Jagadeesh
PASSED,2024-02-21,KCE-TSTRN-3531952,DCB - Door Close Button - B-side - Covered by TA,Jagadeesh
PASSED,2024-03-20,KCE-TSTRN-3531955,ADO - Advanced Door Opening - Enabled - Covered by TA,Jagadeesh
PASSED,2024-02-16,KCE-TSTRN-3531970,DOB - Door Open Button - Basic - B-side - Covered by TA,Jagadeesh
PASSED,2024-02-29,KCE-TSTRN-3531973,OSI - Out of Service Indication - OPT,Jagadeesh
PASSED,2024-03-05,KCE-TSTRN-3531939,OSS L - Out of Service Switch at landing - FCB board - Covered by TA,Jagadeesh
PASSED,2024-02-14,KCE-TSTRN-3531950,Basic Functions - Landing call - A-side - Covered by TA,Jagadeesh
PASSED,2024-02-16,KCE-TSTRN-3531972,DOB - Door Open Button - Reopen Times - Covered by TA,Jagadeesh
PASSED,2024-02-14,KCE-TSTRN-3531932,DOB - Door Open Button - Reopen Times - Tests not included into TA,Jagadeesh
PASSED,2024-03-04,KCE-TSTRN-3531942,OSS L - Out of Service Switch at landing - KCEOPT - Covered by TA,Jagadeesh
INPROGRESS,2024-02-28,KCE-TSTRN-3531943,DOE S - Door Opening with Extended door time - Switch - B-side - Covered by TA ,Jagadeesh
PASSED,2024-02-26,KCE-TSTRN-3531956,Basic Functions - Landing call - B-side - Covered by TA,Jagadeesh
PASSED,2024-03-13,KCE-TSTRN-3531944,OSS L - Out of Service Switch at landing - KCEPIO - Covered by TA,Jagadeesh
PASSED,2024-02-20,KCE-TSTRN-3531957,Basic Functions - Landing call - Same floor - A-side - Covered by TA,Jagadeesh
PASSED,2024-03-13,KCE-TSTRN-3531946,OSS LR - Out of Service Switch at landing - Door open enabled,Jagadeesh
PASSED,2024-02-16,KCE-TSTRN-3531959,Basic Functions - Landing call - Same floor - B-side - Covered by TA,Jagadeesh
FAILED,2024-03-12,KCE-TSTRN-3531948,OSS C - Out of Service Switch in car - Tests not included into TA,Jagadeesh
PASSED,2024-02-29,KCE-TSTRN-3531953,OSS L - Out of Service Switch at landing - KCEOPT - Tests not included into TA,Jagadeesh
INPROGRESS,2024-03-20,KCE-TSTRN-3531964,Collection method - Full Collective Control (FC) - Covered by TA,Jagadeesh
FAILED,2024-04-04,KCE-TSTRN-3550097,KNSKIB - Pilot Light3 - OLF,VIGNESHWARAR
FAILED,2024-03-28,KCE-TSTRN-3550091,KNSKIB - Functional Buttons,VIGNESHWARAR
PASSED,2024-03-28,KCE-TSTRN-3550095,Button sw - Configuration of buttons and switches - F2K configuration Tool,VIGNESHWARAR
FAILED,2024-03-28,KCE-TSTRN-3550092,Button sw - Floor & control button,VIGNESHWARAR
PASSED,2024-03-28,KCE-TSTRN-3550093,DOE - Special Modes,VIGNESHWARAR
FAILED,2024-03-28,KCE-TSTRN-3550090,KNSKIB - Door Close button,VIGNESHWARAR
PASSED,2024-03-29,KCE-TSTRN-3550089,KNSKIB - Car Call functionality with Auxilary COP,VIGNESHWARAR
PASSED,2024-04-01,KCE-TSTRN-3550094,KNSKIB - FEX- Floor extension,VIGNESHWARAR
FAILED,2024-03-28,KCE-TSTRN-3550096,KNSKIB - Pilot Light4 - LOC,VIGNESHWARAR
PASSED,2024-04-01,KCE-TSTRN-3550081,KNSKIB - Door Open Button,VIGNESHWARAR
PASSED,2024-03-26,KCE-TSTRN-3550080,KNSKIB - Floor & control button,VIGNESHWARAR
FAILED,2024-03-29,KCE-TSTRN-3550083,Button sw - Floor & control button AU,VIGNESHWARAR
PASSED,2024-03-29,KCE-TSTRN-3550084,Car network - KSSMUL,VIGNESHWARAR
PASSED,2024-03-25,KCE-TSTRN-3550086,Button sw - Configuration of buttons and switches - Service Switch,VIGNESHWARAR
PASSED,2024-04-01,KCE-TSTRN-3550087,Rush test case for KNSKIB,VIGNESHWARAR
PASSED,2024-03-25,KCE-TSTRN-3550088,KNSKIB - Pilot Light5 - OSI,VIGNESHWARAR
PASSED,2024-03-26,KCE-TSTRN-3550082,KNSKIB - Car Call functionality,VIGNESHWARAR
FAILED,2024-03-26,KCE-TSTRN-3550085,KNSKIB - Pilot Light1 - FRD,VIGNESHWARAR
PASSED,2024-03-06,KCE-TSTRN-3549925,KSSMUL _Car Display Operation with Dot matrix display.,Badaganti Sai Prasad
FAILED,2024-03-08,KCE-TSTRN-3549931,KSSLMUL_Car Display Operation with KSSL - Segment Display.,Badaganti Sai Prasad
PASSED,2024-03-19,KCE-TSTRN-3549934,KCEFCB_Landing Display operation with AVDMAT,Suryanarayanan
PASSED,2024-03-07,KCE-TSTRN-3549926,KCEFCB_Landing Display operation with F2KHDMW,Suryanarayanan
PASSED,2024-03-19,KCE-TSTRN-3549929,Rust test for other functions with KSSMULG21,Suryanarayanan
INPROGRESS,2024-03-15,KCE-TSTRN-3550808,LAC B - Lanterns in Car - ON if no direction,Suryanarayanan
PASSED,2024-03-13,KCE-TSTRN-3550805,LOC - Locking of Car Calls - From COP - Tests not included into TA ,Suryanarayanan
FAILED,2024-03-19,KCE-TSTRN-3552501,Rush test case for G24 variant - KNSMUL enable disable IL function,Badaganti Sai Prasad
INPROGRESS,2024-04-03,KCE-TSTRN-3553296,DBR C Parameter & Setup configuration,Shrividhya
FAILED,2024-04-11,KCE-TSTRN-3553442,DBR C Parameter & Setup configuration,Shrividhya
PASSED,2024-04-15,KCE-TSTRN-3553444,Automatic Capacitor Test cannot be perform when 1507 or 1247 is set to '0' ,Shrividhya
INPROGRESS,2024-04-09,KCE-TSTRN-3553299,DBR C Test in without force stop when parameter 1507 =1 and 1247 =1,Shrividhya
PASSED,2024-04-11,KCE-TSTRN-3553445,DBR C Test in without force stop when parameter 1507 =1 and 1247 =1,Shrividhya
PASSED,2024-04-12,KCE-TSTRN-3553447,DBR C Test in with force stop operation when parameter 1507 = 1 or 2 and 1247 = 1 ,Shrividhya
PASSED,2024-04-16,KCE-TSTRN-3553449,DBR C Test in without force stop when parameter 1507 =2 and 1247 =1  ,Shrividhya
PASSED,2024-04-12,KCE-TSTRN-3553452,DBR C Test enable output (normally open) ,Shrividhya
PASSED,2024-04-09,KCE-TSTRN-3553285,Manual DBR C Test – Proactive ,Shrividhya
FAILED,2024-04-05,KCE-TSTRN-3553286,Manual DBR C Test with Vacant state,Shrividhya
PASSED,2024-04-05,KCE-TSTRN-3553288,Manual DBR C Test at In-between floor,Shrividhya
PASSED,2024-04-05,KCE-TSTRN-3553290,Manual DBR C Test in “special test”,Shrividhya
PASSED,2024-04-09,KCE-TSTRN-3553292,Manual DBR C Test with DBR fault code,Shrividhya
PASSED,2024-04-09,KCE-TSTRN-3553289,Perform the Manual DBR C Test while Automatic brake test is going-on ,Shrividhya
PASSED,2024-04-08,KCE-TSTRN-3553291,During DBR C Test KCECPUc XD4 Missing/Disconnection,Shrividhya
FAILED,2024-04-08,KCE-TSTRN-3553293,DBR C Test failed with Fault 1755 Data1 and Data2 active,Shrividhya
PASSED,2024-04-15,KCE-TSTRN-3553440,DBR C Test Not initiated when automatic brake test has failed,Shrividhya
FAILED,2024-04-11,KCE-TSTRN-3553450,Special handling of 1247 Parameter access for AMC and BUI user group licenses,Shrividhya
FAILED,2024-04-11,KCE-TSTRN-3553443,Special handling of 1247 Parameter access for any licenses from service tool,Shrividhya
PASSED,2024-04-08,KCE-TSTRN-3553300,Special handling of 1247 Parameter access for Production and R&D user group licenses,Shrividhya
PASSED,2024-04-15,KCE-TSTRN-3553446,DBR C Test - Inverse Requirements ,Shrividhya
INPROGRESS,2024-04-09,KCE-TSTRN-3553303,DBR C BUI “Fail” message- 16.2 enhancements,Shrividhya
PASSED,2024-04-16,KCE-TSTRN-3553448,DBR C BUI “Fail” message- 16.2 enhancements,Shrividhya
FAILED,2024-04-17,KCE-TSTRN-3553451,Test Pass signal error During DBR C Test- 16.2 enhancements,Shrividhya
PASSED,2024-04-08,KCE-TSTRN-3553308,DBR C BUI “Pass” message - 16.2 enhancements,Shrividhya
PASSED,2024-04-08,KCE-TSTRN-3553287,BUI 4_32 Cumulative counter -16.2 enhancements,Shrividhya
PASSED,2024-06-21,KCE-TSTRN-3566962,6.EPS G - Remove return permission from KCEOPT,Shrividhya
INPROGRESS,2024-06-03,KCE-TSTRN-3560418,BFCB_ Basic rush test for FCB ,VIGNESHWARAR
INPROGRESS,2024-06-14,KCE-TSTRN-3566743,8. EBD operation - Failure Counter value increment,Badaganti Sai Prasad
PASSED,2024-07-02,KCE-TSTRN-3567579,BFCB_ Basic rush test for FCB ,Jagadeesh
PASSED,2024-05-17,KCE-TSTRN-3560229,Group&Elevator features - HEL-C - Hospital Emergency service at landings & HEL C in-car-switch,Jagadeesh
PASSED,2024-06-21,KCE-TSTRN-3566950,7.EPS G - Remove Normal service permission from KCEOPT,Shrividhya
PASSED,2024-06-20,KCE-TSTRN-3566926,8.EPS G - deactivate EPD mode from KCEOPT,Shrividhya
PASSED,2024-06-21,KCE-TSTRN-3566920,5.EPS G - Non serving of registered car and Landing calls,Shrividhya
PASSED,2024-06-21,KCE-TSTRN-3566928,4.EPS G Emergency sequencing - Single lift full sequence Scenario on triggering one by one EPD input with OPT Output Operation,Shrividhya
PASSED,2024-06-21,KCE-TSTRN-3566931,3.EPS G Emergency sequencing by Group controller using its inbuilt sequencer - Single lift sequence Scenario,Shrividhya
PASSED,2024-06-21,KCE-TSTRN-3566948,8. EBD operation - Failure Counter value increment,Shrividhya
PASSED,2024-05-28,KCE-TSTRN-3560438,Basic - ILA Blink at allocation and constant at deceleration,Jagadeesh
PASSED,2024-06-21,KCE-TSTRN-3566933,EPS S and EPD - Emergency power sequencer and Drive - Separate - FRD - FID - FPD  interaction,Shrividhya
PASSED,2024-05-28,KCE-TSTRN-3560403,Basic -ILA Blink at allocation and Blink at deceleration,Jagadeesh
FAILED,2024-05-24,KCE-TSTRN-3560420,ILA - Lantern and Gong operation Down Direction,Jagadeesh
PASSED,2024-05-28,KCE-TSTRN-3560425,ILA  - Lantern and gong operation UP direction,Jagadeesh
PASSED,2024-05-21,KCE-TSTRN-3560400,Basic - ILA Call allocation,Jagadeesh
PASSED,2024-05-21,KCE-TSTRN-3560427,ILA - After reallocation GOL & Gong operation,Jagadeesh
PASSED,2024-05-28,KCE-TSTRN-3560413,Basic - ILA Constant at allocation Blinking at deceleration,Jagadeesh
PASSED,2024-05-29,KCE-TSTRN-3560409,Basic - ILA Constant at allocation and constant at deceleration,Jagadeesh
INPROGRESS,2024-05-23,KCE-TSTRN-3560421,BPI O  – Bypass indication at landings – Bypassed floor only,Suryanarayanan
PASSED,2024-06-05,KCE-TSTRN-3560432,Swipe IC card at A -side COP in TTC CTS,ARUN KUMAR
PASSED,2024-06-05,KCE-TSTRN-3560428,Swipe IC card at B -side COP in TTC CTS,ARUN KUMAR
PASSED,2024-06-05,KCE-TSTRN-3560411,Swipe IC card at A -side or B -side COP in TTC CTS,ARUN KUMAR
INPROGRESS,2024-06-20,KCE-TSTRN-3566954,Elevator feature priorities,Vivek
PASSED,2024-06-25,KCE-TSTRN-3567453,Elevator feature priorities,Shrividhya
INPROGRESS,2024-06-17,KCE-TSTRN-3566745,SGO Split Group operation - Group Parameter Configuration,Badaganti Sai Prasad
PASSED,2024-06-17,KCE-TSTRN-3566723,Group features - PRL L - Priority At landings Low - Phase 2,Jagadeesh
PASSED,2024-06-13,KCE-TSTRN-3566718,Group features - PRL L - Priority At landings Low - Phase 1,Jagadeesh
PASSED,2024-06-26,KCE-TSTRN-3567455,ILA - Lantern and Gong operation Down Direction,Jagadeesh
INPROGRESS,2024-06-17,KCE-TSTRN-3566724,Group features - PRL and HEL parameters,Jagadeesh
PASSED,2024-06-14,KCE-TSTRN-3566748,SGO Input and Output Configuration,Badaganti Sai Prasad
PASSED,2024-06-18,KCE-TSTRN-3566750,SGO service actiivation from KCEOPT Input ,Badaganti Sai Prasad
FAILED,2024-06-17,KCE-TSTRN-3566753,SGO service activation from Elink ,Badaganti Sai Prasad
INPROGRESS,2024-06-17,KCE-TSTRN-3566754,SGO split up from one group into different sub groups,Badaganti Sai Prasad
INPROGRESS,2024-06-20,KCE-TSTRN-3566957,BPI O  – Bypass indication at landings – Bypassed floor only,Shrividhya
INPROGRESS,2024-06-25,KCE-TSTRN-3567332,BPI O  – Bypass indication at landings – Bypassed floor only,Shrividhya
INPROGRESS,2024-06-27,KCE-TSTRN-3567456,BPI O  – Bypass indication at landings – Bypassed floor only,Shrividhya
PASSED,2024-07-02,KCE-TSTRN-3567580,BPI O  – Bypass indication at landings – Bypassed floor only,Jagadeesh
PASSED,2024-06-12,KCE-TSTRN-3566722,Fire inputs/ outputs from OPT and FCB,Badaganti Sai Prasad
INPROGRESS,2024-06-24,KCE-TSTRN-3566943,AMD door operation - SERIAL interface - A-side,Jagadeesh
PASSED,2024-06-24,KCE-TSTRN-3567324,AMD door operation - SERIAL interface - A-side,Jagadeesh
INPROGRESS,2024-06-19,KCE-TSTRN-3566940,AMD Door operation - Parallel interface - A-side,Shrividhya
INPROGRESS,2024-06-24,KCE-TSTRN-3567323,AMD Door operation - Parallel interface - A-side,Jagadeesh
PASSED,2024-06-25,KCE-TSTRN-3567449,AMD Door operation - Parallel interface - A-side,Jagadeesh
INPROGRESS,2024-06-27,KCE-TSTRN-3567459,Swing Door + manual car gate operation - A-side,Jagadeesh
PASSED,2024-06-28,KCE-TSTRN-3567583,Swing Door + manual car gate operation - A-side,Jagadeesh
PASSED,2024-06-19,KCE-TSTRN-3566951,SGO Split Group operation - Group Parameter Configuration,Badaganti Sai Prasad
PASSED,2024-06-18,KCE-TSTRN-3566923,Group features - PRL L - Priority At landings Low - Phase 2,Jagadeesh
PASSED,2024-06-18,KCE-TSTRN-3566924,Group features - PRL and HEL parameters,Jagadeesh
FAILED,2024-06-18,KCE-TSTRN-3566959,SGO split up from one group into different sub groups,Badaganti Sai Prasad
PASSED,2024-09-11,KCE-TSTRN-3573649,SGO split up from one group into different sub groups,Badaganti Sai Prasad
PASSED,2024-06-18,KCE-TSTRN-3566937,SGO call allocation from sub group risers ,Badaganti Sai Prasad
FAILED,2024-06-18,KCE-TSTRN-3566939,SGO - Sub group distinguishen in the E link upon SGO activation,Badaganti Sai Prasad
PASSED,2024-06-21,KCE-TSTRN-3566941,SGO operation enters only from Normal service,Badaganti Sai Prasad
PASSED,2024-06-18,KCE-TSTRN-3566942,SGO activation - Elink and AMC displays Mode as Normal,Badaganti Sai Prasad
PASSED,2024-06-18,KCE-TSTRN-3566944,SGO operation deactivation from the service,Badaganti Sai Prasad
FAILED,2024-06-20,KCE-TSTRN-3566947,SGO split group operation -  Peak traffic detection ,Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567327,SGO split group operation -  Peak traffic detection ,Badaganti Sai Prasad
FAILED,2024-06-21,KCE-TSTRN-3566927,SGO split up operation - Parking operations,Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567318,SGO split up operation - Parking operations,Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567319,"SGO Split group operation - FET,FEB and SLC calls operation",Badaganti Sai Prasad
PASSED,2024-06-21,KCE-TSTRN-3566935,SGO split group operation - ATS operation ,Badaganti Sai Prasad
PASSED,2024-06-19,KCE-TSTRN-3566961,SGO Split group operation make power cycle during the SGO operation,Badaganti Sai Prasad
INPROGRESS,2024-06-21,KCE-TSTRN-3566945,"SGO Split Group Operation - Basic functionality Landing call registartion light,LAL and GOL operations",Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567325,"SGO Split Group Operation - Basic functionality Landing call registartion light,LAL and GOL operations",Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567450,"SGO Split Group Operation - Basic functionality Landing call registartion light,LAL and GOL operations",Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567326,Elevator features - Landing call locks (LOL) - Group operation - Tests not included into TA ,Badaganti Sai Prasad
PASSED,2024-06-25,KCE-TSTRN-3567451,Elevator features - Landing call locks (LOL) - Group operation - Tests not included into TA ,Badaganti Sai Prasad
PASSED,2024-06-19,KCE-TSTRN-3566932,ILA - Lantern and Gong should clear in special modes / Service modes,Jagadeesh
PASSED,2024-06-19,KCE-TSTRN-3566929,ILA - Lantern and gong should clear when group sends the communication initialization request to lift,Jagadeesh
PASSED,2024-06-20,KCE-TSTRN-3566936,LOC - Locking of Car Calls - From COP - Tests not included into TA ,Vivek
INPROGRESS,2024-06-20,KCE-TSTRN-3566925,ACU F - Elevator announcer - KCEACU,Vivek
PASSED,2024-06-27,KCE-TSTRN-3567444,ACU F - Elevator announcer - KCEACU,Shrividhya
PASSED,2024-06-18,KCE-TSTRN-3566960,BUI - Basic functions - All - in single elevator,Vivek
PASSED,2024-06-18,KCE-TSTRN-3566949,DIA- Direction Arrow Indication Missing during door open close update,Vivek
PASSED,2024-07-01,KCE-TSTRN-3567576,SNF - Silent Night Feature,Shrividhya
PASSED,2024-09-04,KCE-TSTRN-3569098,EBD A with SSB device - Emergency Battery Drive - Automatic - Basic,ARUN KUMAR
PASSED,2024-06-25,KCE-TSTRN-3567461,OSI - Out of Service Indication - KSS,Jagadeesh
PASSED,2024-08-06,KCE-TSTRN-3568587,FCBx_ Basic rush test for FCB with 16.4 release software ,ARUN KUMAR
PASSED,2024-08-08,KCE-TSTRN-3568585,Basic rush test for FOB with L4 ,ARUN KUMAR
INPROGRESS,2024-07-15,KCE-TSTRN-3568003,Node Supervision - Fault code 1812,ARUN KUMAR
PASSED,2024-07-26,KCE-TSTRN-3568298,Node Supervision - Fault code 1812,ARUN KUMAR
PASSED,2024-07-19,KCE-TSTRN-3568002,Node supervision - Shaft interface - 2,ARUN KUMAR
PASSED,2024-07-16,KCE-TSTRN-3568001,Node supervision - Shaft interface - 1,ARUN KUMAR
PASSED,2024-07-19,KCE-TSTRN-3568000,Node supervision - Machine room interface - KCEPIO,ARUN KUMAR
PASSED,2024-07-19,KCE-TSTRN-3567999,Node supervision - Machine room interface - KCEOPT,ARUN KUMAR
PASSED,2024-07-26,KCE-TSTRN-3568299,Node supervision - Car interface - KNSMUL,ARUN KUMAR
PASSED,2024-07-23,KCE-TSTRN-3567998,Node supervision - Car interface - KSSMUL,ARUN KUMAR
PASSED,2024-07-26,KCE-TSTRN-3568297,Node supervision - Car interface - KSSLMUL,ARUN KUMAR
PASSED,2024-07-24,KCE-TSTRN-3567996,Node supervision - Car interface - KCEPIO,ARUN KUMAR
PASSED,2024-07-24,KCE-TSTRN-3567995,Node supervision - Car interface - KCEOPT,ARUN KUMAR
PASSED,2024-07-26,KCE-TSTRN-3568295,Node supervision - Car interface - KCECOB,ARUN KUMAR
INPROGRESS,2024-07-30,KCE-TSTRN-3568296,FCBx_ Basic rush test for FCB with 16.4 release software ,ARUN KUMAR
INPROGRESS,2024-07-30,KCE-TSTRN-3568294,Basic rush test for FOB with L4 ,ARUN KUMAR
PASSED,2024-04-26,KCE-TSTRN-3559001,Parameter settings:,ARUN KUMAR
INPROGRESS,2024-04-30,KCE-TSTRN-3559004,CDI Locking with single sided floor,ARUN KUMAR
PASSED,2024-05-02,KCE-TSTRN-3559323,CDI Locking with single sided floor,ARUN KUMAR
INPROGRESS,2024-04-30,KCE-TSTRN-3559003,CDI Locking with TTC floor,ARUN KUMAR
